,total_sqft,bath,balcony,price,site_location,bhk
2353,1418.0,2.0,2.0,104.0,Dhole Patil Road,2
2355,1500.0,2.0,2.0,88.0,Dhole Patil Road,2
2357,2640.0,5.0,1.0,142.0,Dhole Patil Road,3
2358,1850.0,3.0,1.0,150.0,Dhole Patil Road,3
2360,530.0,1.0,1.0,29.44,Dhole Patil Road,1
2362,1890.0,3.0,2.0,108.0,Dhole Patil Road,3
2365,1000.0,2.0,1.0,62.0,Dhole Patil Road,2
2366,2000.0,4.0,2.0,145.0,Dhole Patil Road,5
2370,1500.0,3.0,2.0,104.0,Dhole Patil Road,3
2372,1785.0,3.0,2.0,120.0,Dhole Patil Road,3
2376,965.0,2.0,1.0,56.0,Dhole Patil Road,2
2380,1120.0,2.0,2.0,65.0,Dhole Patil Road,2
2383,1998.0,3.0,2.0,117.0,Dhole Patil Road,3
2384,600.0,1.0,0.0,45.0,Dhole Patil Road,1
2390,697.0,1.0,1.0,35.0,Dhole Patil Road,1
2391,1310.0,2.0,2.0,111.0,Dhole Patil Road,2
2392,1169.0,2.0,2.0,75.0,Dhole Patil Road,2
2394,1303.0,2.0,2.0,80.0,Dhole Patil Road,2
2396,1679.0,3.0,2.0,94.86,Dhole Patil Road,3
2397,2630.0,5.0,0.0,188.0,Dhole Patil Road,4
2400,703.0,2.0,1.0,60.0,Dhole Patil Road,2
2403,1881.0,3.0,2.0,145.0,Dhole Patil Road,3
2408,1441.0,2.0,1.0,115.0,Dhole Patil Road,2
2409,1633.0,3.0,2.0,110.0,Dhole Patil Road,3
2411,1200.0,2.0,0.0,66.0,Dhole Patil Road,3
2412,1980.0,4.0,2.0,166.0,Dhole Patil Road,3
2415,700.0,1.0,1.0,25.5,Dhole Patil Road,1
2417,1876.0,3.0,1.0,150.0,Dhole Patil Road,3
2419,615.0,1.0,1.0,43.08,Dhole Patil Road,1
2423,1012.0,2.0,1.0,62.0,Dhole Patil Road,2
2425,1100.0,2.0,2.0,75.0,Erandwane,2
2426,1580.0,3.0,3.0,100.0,Erandwane,3
2427,1438.0,2.0,3.0,100.0,Erandwane,2
2430,1240.0,2.0,2.0,60.0,Erandwane,2
2432,1050.0,2.0,2.0,52.07,Erandwane,2
2433,1875.0,3.0,2.0,110.0,Erandwane,3
2434,924.0,2.0,2.0,65.0,Erandwane,2
2436,1157.0,2.0,1.0,75.0,Erandwane,3
2439,1065.0,2.0,1.0,42.6,Erandwane,2
2440,1354.0,3.0,1.0,90.0,Erandwane,3
2442,1015.0,2.0,1.0,43.0,Erandwane,2
2443,1050.0,2.0,2.0,85.0,Erandwane,2
2444,1800.0,4.0,2.0,145.0,Erandwane,4
2447,3500.0,4.0,2.0,330.0,Erandwane,3
2448,1190.0,2.0,2.0,67.0,Erandwane,2
2449,1850.0,3.0,2.0,140.0,Erandwane,3
2450,920.0,2.0,1.0,37.46,Erandwane,2
2451,1697.0,3.0,2.0,115.0,Erandwane,3
2452,850.0,2.0,2.0,55.0,Erandwane,2
2453,1447.0,2.0,1.0,75.97,Erandwane,2
2454,1088.0,2.0,1.0,68.0,Erandwane,2
2458,2885.0,3.0,1.0,185.0,Erandwane,4
2459,1310.0,2.0,2.0,72.0,Erandwane,2
2463,1787.0,3.0,2.0,123.0,Erandwane,3
2464,1340.0,2.0,3.0,77.0,Erandwane,2
2465,1363.0,2.0,1.0,79.0,Erandwane,2
2466,1615.0,3.0,2.0,115.0,Erandwane,3
2467,1314.0,2.0,2.0,68.8,Erandwane,2
2470,1550.0,4.0,1.0,120.0,Erandwane,4
2472,1198.0,2.0,1.0,65.0,Erandwane,2
2474,1682.0,3.0,1.0,113.0,Erandwane,3
2475,1215.0,2.0,2.0,59.0,Erandwane,2
2477,1083.0,2.0,1.0,100.0,Erandwane,2
2479,1877.0,4.0,2.0,150.0,Erandwane,3
2480,2047.0,3.0,2.0,136.0,Erandwane,3
2481,810.0,2.0,2.0,34.5,Erandwane,2
2482,1051.0,2.0,3.0,61.0,Erandwane,2
2483,1200.0,2.0,0.0,58.0,Erandwane,2
2484,1050.0,2.0,1.0,80.0,Erandwane,2
2485,1116.0,2.0,2.0,40.0,Erandwane,2
2486,762.5,1.0,0.0,45.4,Erandwane,1
2488,1225.0,2.0,2.0,48.0,Erandwane,2
2489,1025.0,2.0,1.0,35.88,Erandwane,2
2490,2388.0,3.0,1.0,195.0,Erandwane,3
2491,1800.0,3.0,3.0,150.0,Erandwane,3
2492,1139.0,2.0,2.0,72.0,Erandwane,2
2493,1445.0,2.0,2.0,82.0,Erandwane,2
2494,1352.0,2.0,2.0,72.0,Erandwane,2
2495,933.0,2.0,1.0,55.0,Erandwane,2
2496,1560.0,2.0,2.0,125.0,Erandwane,3
2497,1416.0,2.0,1.0,85.0,Erandwane,3
2499,1225.0,2.0,2.0,48.0,Erandwane,2
2500,1155.0,2.0,1.0,69.18,Erandwane,2
2502,2285.0,4.0,1.0,165.0,Erandwane,3
2503,1733.5,3.0,1.0,120.0,Erandwane,3
2504,1150.0,2.0,2.0,52.0,Erandwane,2
2505,1493.0,2.0,3.0,90.0,Erandwane,3
2506,1555.0,3.0,2.0,125.0,Erandwane,3
2507,615.0,1.0,1.0,46.0,Erandwane,1
2508,3000.0,3.0,1.0,265.0,Erandwane,3
2509,1101.0,2.0,1.0,50.0,Erandwane,2
2510,1157.0,2.0,2.0,47.32,Erandwane,2
2511,1162.0,2.0,2.0,64.08,Erandwane,2
2512,1402.0,2.0,2.0,95.0,Erandwane,2
2513,1151.0,2.0,2.0,46.0,Erandwane,2
2514,1660.0,3.0,2.0,128.0,Erandwane,3
2515,1200.0,2.0,0.0,62.0,Erandwane,2
2516,1210.0,2.0,2.0,69.0,Erandwane,2
2517,1405.0,2.0,1.0,99.0,Erandwane,2
2518,950.0,2.0,2.0,56.0,Erandwane,2
2519,1720.0,3.0,1.0,95.0,Erandwane,3
2520,1128.0,2.0,1.0,60.0,Erandwane,2
2521,1122.5,2.0,0.0,61.74,Erandwane,2
2522,1457.0,2.0,2.0,105.0,Erandwane,3
2523,1500.0,3.0,2.0,90.0,Erandwane,3
2525,1075.0,2.0,1.0,46.76,Erandwane,2
2526,1767.0,3.0,1.0,103.0,Fatima Nagar,3
2527,1295.0,2.0,1.0,65.0,Fatima Nagar,2
2528,1560.0,3.0,3.0,115.0,Fatima Nagar,3
2530,1450.0,2.0,3.0,85.0,Fatima Nagar,3
2531,1750.0,3.0,1.0,120.0,Fatima Nagar,3
2532,1179.0,2.0,1.0,66.02,Fatima Nagar,2
2533,1825.0,3.0,2.0,100.0,Fatima Nagar,3
2535,1500.0,2.0,2.0,98.0,Fatima Nagar,3
2538,674.0,2.0,1.0,29.0,Fatima Nagar,2
2539,1300.0,2.0,1.0,60.0,Fatima Nagar,2
2542,1200.0,2.0,0.0,66.5,Fatima Nagar,3
2544,1100.0,3.0,1.0,78.0,Fatima Nagar,3
2545,1315.0,2.0,2.0,90.0,Fatima Nagar,2
2546,1263.0,2.0,1.0,93.32,Fatima Nagar,2
2547,1070.0,2.0,2.0,50.0,Fatima Nagar,2
2548,795.0,2.0,1.0,32.54,Fatima Nagar,2
2549,1220.0,2.0,2.0,50.89,Fatima Nagar,2
2550,1200.0,3.0,2.0,70.0,Fatima Nagar,3
2551,1199.0,2.0,2.0,65.0,Fatima Nagar,2
2552,1269.0,2.0,1.0,75.0,Fatima Nagar,2
2556,1150.0,2.0,2.0,77.0,Fatima Nagar,2
2557,3300.0,6.0,3.0,165.0,Fatima Nagar,6
2558,1200.0,2.0,0.0,108.0,Fatima Nagar,3
2559,2215.0,4.0,2.0,156.0,Fatima Nagar,3
2560,1288.0,2.0,1.0,70.0,Fatima Nagar,3
2561,1846.0,3.0,3.0,145.0,Fatima Nagar,3
2562,1460.0,2.0,2.0,75.0,Fatima Nagar,3
2563,1095.0,2.0,1.0,60.0,Fatima Nagar,2
2565,2145.0,3.0,3.0,125.0,Fatima Nagar,3
2566,883.0,2.0,1.0,37.0,Fatima Nagar,2
2567,1560.0,3.0,3.0,125.0,Fatima Nagar,3
2568,1656.0,3.0,2.0,90.0,Fatima Nagar,3
2569,1756.0,3.0,2.0,131.0,Fatima Nagar,3
2570,1682.0,3.0,1.0,114.0,Fatima Nagar,3
2572,1202.0,2.0,1.0,79.0,Fatima Nagar,2
2573,1200.0,2.0,1.0,75.0,Fatima Nagar,3
2575,1200.0,2.0,1.0,56.0,Fatima Nagar,2
2576,1728.0,3.0,2.0,125.0,Fatima Nagar,3
2577,400.0,1.0,0.0,35.0,Fatima Nagar,1
2578,1984.0,4.0,1.0,145.0,Fatima Nagar,3
2579,1200.0,2.0,1.0,61.0,Fatima Nagar,2
2580,1245.0,2.0,1.0,75.0,Fatima Nagar,2
2581,1063.0,2.0,1.0,32.8,Fatima Nagar,2
2582,1262.0,2.0,2.0,67.0,Fatima Nagar,2
2583,1355.0,2.0,1.0,97.6,Fatima Nagar,2
2585,1100.0,2.0,1.0,49.49,Fatima Nagar,2
2587,1200.0,1.0,1.0,36.0,Fatima Nagar,2
2588,1307.0,2.0,1.0,50.0,Fatima Nagar,2
2589,1200.0,3.0,2.0,76.13,Fatima Nagar,3
2591,1210.0,2.0,1.0,82.0,Fatima Nagar,2
2592,1480.0,3.0,2.0,75.0,Fatima Nagar,3
2593,2790.0,5.0,3.0,198.0,Fatima Nagar,4
2594,1144.0,2.0,2.0,65.0,Fatima Nagar,2
2595,1243.0,2.0,2.0,46.0,Fatima Nagar,2
2596,1415.0,2.0,2.0,120.0,Fatima Nagar,2
2598,2495.0,3.0,3.0,130.0,Fatima Nagar,3
2600,1116.0,2.0,1.0,45.0,Fatima Nagar,2
2601,1020.0,2.0,1.0,30.27,Fatima Nagar,2
2602,1235.0,2.0,2.0,52.76,Fatima Nagar,2
2603,1255.0,2.0,3.0,65.0,Fatima Nagar,2
2605,2280.0,4.0,2.0,125.0,Fatima Nagar,3
2608,1560.0,3.0,2.0,90.0,Fatima Nagar,3
2609,2456.0,7.0,2.0,85.0,Fatima Nagar,7
2610,1140.0,2.0,1.0,34.0,Fatima Nagar,2
2611,1026.0,2.0,1.0,50.18,Fatima Nagar,2
2612,1197.0,2.0,1.0,75.0,Fatima Nagar,2
2613,1126.0,2.0,1.0,39.4,Fatima Nagar,2
2614,1123.0,2.0,2.0,60.0,Fatima Nagar,2
2615,1100.0,2.0,2.0,50.0,Fatima Nagar,2
2616,1200.0,4.0,1.0,80.0,Fatima Nagar,4
2618,1260.0,2.0,1.0,55.0,Fatima Nagar,2
2619,1573.0,3.0,2.0,100.0,Fatima Nagar,3
2620,1035.0,2.0,2.0,55.0,Fatima Nagar,2
2621,3596.0,4.0,2.0,268.0,Fatima Nagar,4
2623,1010.0,2.0,1.0,32.0,Fatima Nagar,2
2624,1226.0,2.0,1.0,65.59,Fatima Nagar,2
2625,510.0,1.0,0.0,25.25,Fergusson College Road,1
2626,1427.0,3.0,2.0,120.0,Fergusson College Road,3
2627,3600.0,6.0,0.0,141.0,Fergusson College Road,6
2629,375.0,2.0,0.0,26.0,Fergusson College Road,1
2630,2791.0,3.0,1.0,223.0,Fergusson College Road,3
2631,1296.0,2.0,2.0,83.0,Fergusson College Road,2
2632,3300.0,5.0,2.0,240.0,Fergusson College Road,5
2637,1405.0,2.0,1.0,78.0,Fergusson College Road,3
2638,2200.0,2.0,1.0,162.0,Fergusson College Road,3
2639,1163.0,2.0,2.0,98.86,Fergusson College Road,2
2641,600.0,1.0,1.0,28.0,Fergusson College Road,1
2642,360.0,1.0,1.0,26.0,Fergusson College Road,1
2643,1750.0,3.0,2.0,150.0,Fergusson College Road,3
2644,1179.0,2.0,1.0,75.0,Fergusson College Road,2
2647,3500.0,5.0,0.0,160.0,Fergusson College Road,6
2648,3067.0,4.0,3.0,230.0,Fergusson College Road,4
2652,2300.0,3.0,1.0,220.0,Fergusson College Road,3
2653,420.0,1.0,1.0,17.0,Fergusson College Road,1
2654,2150.0,6.0,3.0,205.0,Fergusson College Road,6
2655,1132.0,2.0,1.0,79.28,Fergusson College Road,2
2656,1605.0,2.0,3.0,85.0,Fergusson College Road,3
2657,1850.0,3.0,3.0,98.0,Fergusson College Road,3
2658,2006.0,4.0,2.0,196.0,Fergusson College Road,3
2660,1200.0,2.0,2.0,75.0,Fergusson College Road,2
2661,1342.0,3.0,3.0,92.0,Fergusson College Road,3
2665,1366.0,2.0,1.0,83.0,Fergusson College Road,2
2668,1745.0,3.0,3.0,100.0,Fergusson College Road,3
2669,1077.0,2.0,2.0,93.0,Fergusson College Road,2
2674,1900.0,3.0,3.0,155.0,Fergusson College Road,3
2675,2075.0,3.0,1.0,115.0,Fergusson College Road,3
2676,1330.0,3.0,3.0,73.5,Fergusson College Road,3
2677,1198.0,2.0,1.0,86.26,Fergusson College Road,2
2680,1012.0,2.0,1.0,59.0,Fergusson College Road,2
2681,1315.0,2.0,3.0,75.0,Fergusson College Road,2
2683,1099.0,2.0,2.0,65.0,Fergusson College Road,2
2685,3500.0,4.0,2.0,185.0,Fergusson College Road,3
2686,1680.0,3.0,3.0,125.0,Fergusson College Road,3
2688,4000.0,4.0,2.0,325.0,Fergusson College Road,4
2689,2425.0,3.0,1.0,197.0,Fergusson College Road,3
2690,1100.0,2.0,1.0,60.0,Fergusson College Road,2
2691,1842.0,3.0,2.0,115.0,Fergusson College Road,3
2692,973.0,2.0,1.0,56.0,Fergusson College Road,2
2693,1141.0,2.0,1.0,62.0,Fergusson College Road,2
2694,700.0,1.0,1.0,30.84,Fergusson College Road,1
2695,1225.0,2.0,2.0,71.05,Fergusson College Road,2
2696,1500.0,3.0,1.0,95.0,Fergusson College Road,3
2697,1835.0,3.0,2.0,160.0,Fergusson College Road,3
2698,1500.0,4.0,1.0,89.45,Fergusson College Road,4
2699,1683.0,3.0,1.0,110.0,Fergusson College Road,3
2700,1148.0,2.0,2.0,69.0,Fergusson College Road,2
2706,525.0,1.0,1.0,26.01,Fergusson College Road,1
2710,1639.0,3.0,2.0,107.0,Fergusson College Road,3
2713,1400.0,2.0,2.0,105.0,Fergusson College Road,2
2714,1225.0,2.0,2.0,71.05,Fergusson College Road,2
2716,3758.0,3.0,1.0,300.0,Fergusson College Road,3
2717,650.0,2.0,2.0,45.0,Fergusson College Road,2
2719,450.0,1.0,1.0,20.0,Fergusson College Road,1
2722,1276.0,2.0,1.0,69.5,Fergusson College Road,2
2723,2153.0,4.0,3.0,120.0,Fergusson College Road,3
2724,1515.0,3.0,3.0,80.5,Fergusson College Road,3
2725,1175.0,2.0,2.0,86.68,Fergusson College Road,2
2729,1408.0,3.0,2.0,80.0,Fergusson College Road,3
2730,1881.0,3.0,2.0,115.0,Fergusson College Road,3
2731,1379.0,2.0,1.0,85.0,Fergusson College Road,2
2732,510.0,1.0,1.0,22.0,Fergusson College Road,1
2734,589.0,1.0,1.0,27.0,Ganesh Peth,1
2736,1062.0,2.0,3.0,38.0,Ganesh Peth,2
2737,1500.0,3.0,1.0,139.0,Ganesh Peth,3
2738,1275.0,2.0,2.0,52.0,Ganesh Peth,2
2739,4500.0,5.0,1.0,415.0,Ganesh Peth,5
2740,1220.0,2.0,1.0,56.5,Ganesh Peth,2
2741,1470.0,2.0,1.0,88.64,Ganesh Peth,3
2742,1200.0,2.0,2.0,55.0,Ganesh Peth,2
2743,999.0,2.0,3.0,45.0,Ganesh Peth,2
2744,1160.0,2.0,2.0,44.08,Ganesh Peth,2
2745,2710.0,3.0,1.0,251.0,Ganesh Peth,3
2746,1243.0,2.0,1.0,58.0,Ganesh Peth,2
2747,1098.0,2.0,1.0,72.0,Ganesh Peth,2
2748,1180.0,2.0,2.0,50.0,Ganesh Peth,2
2749,1320.0,2.0,1.0,110.0,Ganesh Peth,4
2751,1200.0,2.0,0.0,66.0,Ganesh Peth,3
2753,1726.0,3.0,3.0,145.0,Ganesh Peth,3
2754,1634.0,3.0,1.0,83.33,Ganesh Peth,3
2755,1210.0,2.0,2.0,72.0,Ganesh Peth,2
2756,1043.0,2.0,2.0,65.0,Ganesh Peth,2
2757,1020.0,2.0,1.0,42.48,Ganesh Peth,2
2758,1818.0,3.0,1.0,135.0,Ganesh Peth,3
2759,1259.0,2.0,1.0,67.4,Ganesh Peth,2
2761,1160.0,2.0,1.0,46.39,Ganesh Peth,2
2762,1070.0,2.0,2.0,37.45,Ganesh Peth,2
2763,1920.0,3.0,2.0,150.0,Ganesh Peth,3
2764,1290.0,2.0,1.0,80.0,Ganesh Peth,2
2766,1428.0,2.0,1.0,80.0,Ganesh Peth,3
2769,1804.0,3.0,2.0,102.0,Ganesh Peth,3
2770,1205.0,2.0,1.0,70.0,Ganesh Peth,2
2771,1090.0,2.0,2.0,35.03,Ganesh Peth,2
2772,1884.0,3.0,3.0,98.0,Ganesh Peth,3
2773,1340.0,2.0,2.0,60.0,Ganesh Peth,2
2774,2792.0,4.0,1.0,220.0,Ganesh Peth,4
2775,1050.0,2.0,2.0,52.5,Ganesh Peth,2
2776,1760.0,3.0,2.0,160.0,Ganesh Peth,3
2777,1650.0,3.0,2.0,100.0,Ganesh Peth,3
2778,1295.0,2.0,2.0,95.0,Ganesh Peth,2
2779,1133.0,2.0,2.0,38.41,Ganesh Peth,2
2780,1243.0,2.0,2.0,46.0,Ganesh Peth,2
2781,1201.0,2.0,2.0,59.99,Ganesh Peth,2
2782,1910.0,3.0,2.0,142.0,Ganesh Peth,3
2783,1250.0,2.0,1.0,58.0,Ganesh Peth,2
2784,1178.0,2.0,1.0,75.0,Ganesh Peth,2
2785,3664.0,3.0,2.0,325.0,Ganesh Peth,3
2786,1200.0,2.0,2.0,45.0,Ganesh Peth,2
2787,2500.0,5.0,2.0,125.0,Ganesh Peth,5
2789,1060.0,2.0,1.0,35.0,Ganesh Peth,2
2790,2650.0,4.0,3.0,199.0,Ganesh Peth,3
2791,2023.0,4.0,2.0,130.0,Ganesh Peth,3
2792,1220.0,2.0,2.0,52.0,Ganesh Peth,2
2793,1724.0,3.0,1.0,125.0,Ganesh Peth,3
2795,1093.0,2.0,1.0,34.0,Ganesh Peth,2
2796,1044.0,2.0,2.0,85.0,Ganesh Peth,2
2797,1190.0,2.0,1.0,60.0,Ganesh Peth,2
2798,1046.0,2.0,0.0,49.06,Ganesh Peth,2
2799,1000.0,2.0,1.0,51.0,Ganesh Peth,2
2800,1683.0,3.0,1.0,140.0,Ganesh Peth,3
2802,1532.5,3.0,0.0,79.465,Ganesh Peth,3
2803,1500.0,3.0,1.0,90.0,Ganesh Peth,3
2806,1237.5,2.0,0.0,49.49,Ganesh Peth,2
2807,1165.0,2.0,1.0,49.61,Ganesh Peth,2
2809,1203.0,2.0,2.0,72.0,Ganesh Peth,2
2812,1537.0,3.0,2.0,81.0,Ganesh Peth,3
2813,1175.0,2.0,2.0,62.0,Ganesh Peth,2
2815,814.0,2.0,1.0,53.0,Ganesh Peth,2
2816,658.0,1.0,1.0,26.91,Ganesh Peth,1
2817,1839.0,3.0,2.0,130.0,Ganesh Peth,3
2818,672.0,1.0,1.0,36.85,Ganesh Peth,1
2819,850.0,2.0,1.0,42.5,Ganesh Peth,2
2821,3600.0,6.0,1.0,170.0,Ganesh Peth,6
2822,1080.0,2.0,1.0,53.0,Ganesh Peth,2
2823,1270.0,2.0,1.0,96.0,Ganesh Peth,2
2824,1275.0,2.0,2.0,59.0,Ganesh Peth,2
2825,2035.0,3.0,2.0,142.0,Ganesh Peth,3
2826,1205.0,2.0,1.0,45.79,Ganesh Peth,2
2828,1315.0,2.0,3.0,77.0,Ganesh Peth,2
2829,600.0,1.0,1.0,22.8,Ganesh Peth,1
2831,1210.0,2.0,1.0,60.0,Ganesh Peth,2
2832,1200.0,3.0,3.0,75.0,Ganesh Peth,3
2833,1005.0,2.0,2.0,45.0,Ganesh Peth,2
2834,943.0,2.0,2.0,49.5,Ganesh Peth,2
2835,1121.0,2.0,2.0,75.0,Ganesh Peth,2
2836,1153.0,2.0,2.0,60.0,Ganesh Peth,2
2838,5611.5,4.0,0.0,477.0,Ganeshkhind,4
2839,1415.0,3.0,3.0,78.0,Ganeshkhind,3
2842,834.0,1.0,1.0,60.0,Ganeshkhind,1
2848,3040.0,1.0,1.0,180.0,Ganeshkhind,2
2850,1725.0,2.0,2.0,100.0,Ganeshkhind,3
2852,1600.0,3.0,2.0,88.0,Ganeshkhind,3
2853,1670.0,3.0,2.0,120.0,Ganeshkhind,3
2854,1352.0,2.0,2.0,87.5,Ganeshkhind,2
2855,1635.0,2.0,2.0,85.0,Ganeshkhind,3
2856,1352.0,2.0,2.0,85.0,Ganeshkhind,2
2859,1610.0,3.0,1.0,115.0,Ganeshkhind,3
2865,1000.0,2.0,0.0,57.0,Ganeshkhind,2
2867,1195.0,2.0,1.0,70.0,Ganeshkhind,2
2869,607.0,1.0,1.0,35.0,Ganeshkhind,1
2871,1200.0,5.0,2.0,92.0,Ganeshkhind,4
2872,2928.0,4.0,3.0,198.0,Ganeshkhind,4
2873,1600.0,3.0,2.0,88.0,Ganeshkhind,2
2874,750.0,1.0,1.0,25.5,Ganeshkhind,1
2878,700.0,1.0,0.0,59.0,Ganeshkhind,1
2882,4100.0,3.0,0.0,300.0,Ganeshkhind,4
2883,1760.0,2.0,1.0,116.0,Ganeshkhind,3
2890,1542.0,3.0,2.0,98.0,Ganeshkhind,3
2891,3600.0,6.0,1.0,200.0,Ganeshkhind,6
2893,2000.0,2.0,1.0,160.0,Ganeshkhind,4
2895,1970.0,3.0,2.0,164.0,Ganeshkhind,3
2896,1216.0,2.0,1.0,67.0,Ganeshkhind,2
2897,1300.0,2.0,2.0,100.0,Ganeshkhind,2
2899,1550.0,2.0,3.0,80.0,Ganeshkhind,3
2901,630.0,1.0,2.0,35.0,Ganeshkhind,1
2903,410.0,1.0,1.0,15.0,Ganeshkhind,1
2904,2200.0,3.0,2.0,160.0,Ganeshkhind,3
2905,1147.0,2.0,1.0,75.0,Ganeshkhind,2
2907,3150.0,4.0,3.0,218.0,Ganeshkhind,4
2908,1719.0,3.0,2.0,110.0,Ganeshkhind,3
2909,1780.0,3.0,2.0,88.0,Ganeshkhind,3
2910,3800.0,4.0,3.0,235.0,Ganeshkhind,4
2911,1623.0,3.0,3.0,155.0,Ganeshkhind,3
2912,1500.0,2.0,0.0,87.0,Ganeshkhind,4
2914,1645.0,3.0,2.0,113.0,Ganeshkhind,3
2915,1350.0,2.0,2.0,103.0,Ganeshkhind,2
2916,661.0,1.0,1.0,33.0,Ganeshkhind,1
2917,1345.0,2.0,1.0,69.0,Ganeshkhind,3
2921,896.9,2.0,1.0,78.74,Ganeshkhind,2
2923,1746.0,3.0,3.0,115.0,Ganeshkhind,3
2924,1880.0,3.0,2.0,110.0,Ganeshkhind,3
2929,1368.0,2.0,3.0,87.0,Ganeshkhind,2
2930,1241.0,2.0,1.0,68.0,Ganeshkhind,3
2932,2135.0,3.0,2.0,170.0,Ganeshkhind,3
2934,2321.0,4.0,1.0,157.0,Ganeshkhind,3
2935,602.0,2.0,1.0,30.0,Ganeshkhind,1
2936,1650.0,3.0,3.0,125.0,Ganeshkhind,3
2937,1155.0,2.0,1.0,69.18,Ganeshkhind,2
2938,30400.0,4.0,2.0,1824.0,Ganeshkhind,6
2940,1200.0,2.0,1.0,75.0,Ganeshkhind,2
2941,1610.0,3.0,2.0,81.0,Ghorpade Peth,3
2943,1787.0,3.0,2.0,98.29,Ghorpade Peth,3
2945,1125.0,4.0,1.0,70.0,Ghorpade Peth,3
2946,1500.0,2.0,1.0,87.0,Ghorpade Peth,3
2947,1400.0,2.0,2.0,77.0,Ghorpade Peth,3
2949,1891.0,3.0,1.0,109.0,Ghorpade Peth,3
2951,697.0,1.0,0.0,45.0,Ghorpade Peth,1
2952,1200.0,3.0,1.0,130.0,Ghorpade Peth,3
2953,1790.0,3.0,2.0,127.0,Ghorpade Peth,3
2955,2070.0,3.0,3.0,162.0,Ghorpade Peth,3
2956,4000.0,4.0,2.0,330.0,Ghorpade Peth,4
2957,3500.0,6.0,2.0,225.0,Ghorpade Peth,4
2959,1754.0,3.0,2.0,125.0,Ghorpade Peth,3
2960,1605.0,3.0,2.0,85.0,Ghorpade Peth,3
2961,1404.0,2.0,1.0,75.0,Ghorpade Peth,2
2962,1145.0,2.0,2.0,65.0,Ghorpade Peth,2
2963,11338.0,9.0,1.0,1000.0,Ghorpade Peth,6
2964,1352.5,2.0,0.0,93.865,Ghorpade Peth,2
2965,700.0,1.0,1.0,41.0,Ghorpade Peth,1
2969,2408.0,4.0,2.0,260.0,Ghorpade Peth,3
2970,1315.0,2.0,1.0,85.4,Ghorpade Peth,3
2971,1208.0,2.0,2.0,70.0,Ghorpade Peth,2
2972,1100.0,2.0,2.0,56.1,Ghorpade Peth,2
2973,1645.0,3.0,2.0,135.0,Ghorpade Peth,3
2974,1374.0,3.0,2.0,68.0,Ghorpade Peth,3
2975,2000.0,3.0,3.0,185.0,Ghorpade Peth,3
2978,3252.0,4.0,3.0,280.0,Ghorpade Peth,4
2980,1280.0,2.0,2.0,75.0,Ghorpade Peth,2
2982,1145.0,2.0,1.0,75.0,Ghorpade Peth,2
2983,2162.0,3.0,1.0,200.0,Ghorpade Peth,3
2993,814.0,2.0,1.0,42.0,Ghorpade Peth,2
2997,1750.0,3.0,3.0,86.5,Ghorpade Peth,3
2998,1418.0,2.0,2.0,105.0,Ghorpade Peth,2
2999,605.0,1.0,1.0,40.0,Ghorpade Peth,1
3000,1178.0,2.0,3.0,82.0,Ghorpade Peth,2
3002,1541.0,2.0,2.0,130.0,Ghorpade Peth,2
3004,3990.0,4.0,1.0,260.0,Ghorpade Peth,4
3005,654.0,1.0,1.0,36.25,Ghorpade Peth,1
3007,1655.0,3.0,2.0,97.0,Ghorpade Peth,3
3009,1345.0,2.0,1.0,97.0,Ghorpade Peth,2
3013,1007.0,2.0,1.0,75.0,Ghorpade Peth,2
3015,1240.0,2.0,1.0,63.0,Ghorpade Peth,3
3016,1855.0,3.0,3.0,140.0,Ghorpade Peth,3
3019,1350.0,2.0,1.0,88.0,Ghorpade Peth,2
3020,1636.0,3.0,2.0,83.0,Ghorpade Peth,3
3024,1305.0,2.0,1.0,110.0,Ghorpade Peth,3
3026,800.0,2.0,2.0,55.0,Ghorpade Peth,2
3029,1115.0,2.0,1.0,61.0,Ghorpade Peth,2
3030,625.0,1.0,1.0,27.0,Ghorpade Peth,1
3033,2215.0,4.0,2.0,162.0,Ghorpade Peth,3
3035,1495.0,3.0,2.0,90.0,Ghorpade Peth,3
3036,485.0,1.0,1.0,19.5,Ghorpade Peth,1
3037,420.0,1.0,1.0,12.5,Ghorpade Peth,1
3039,950.0,2.0,1.0,55.0,Ghorpade Peth,2
3042,1200.0,2.0,0.0,120.0,Ghorpade Peth,2
3043,540.0,1.0,2.0,24.0,Ghorpade Peth,1
3044,1035.0,2.0,2.0,60.0,Ghorpade Peth,2
3045,3124.0,6.0,3.0,349.0,Ghorpade Peth,4
3047,1282.0,2.0,2.0,68.52,Ghorpadi,3
3048,750.0,2.0,1.0,38.0,Ghorpadi,2
3049,883.0,2.0,1.0,45.0,Ghorpadi,2
3050,1222.0,2.0,1.0,63.0,Ghorpadi,2
3051,1200.0,2.0,0.0,66.0,Ghorpadi,3
3052,1600.0,3.0,3.0,90.0,Ghorpadi,3
3053,710.0,1.0,1.0,27.0,Ghorpadi,1
3054,957.0,2.0,1.0,56.0,Ghorpadi,2
3056,1128.0,2.0,1.0,65.65,Ghorpadi,2
3057,1427.0,2.0,1.0,80.63,Ghorpadi,3
3059,1128.0,2.0,2.0,75.0,Ghorpadi,2
3063,1560.0,3.0,2.0,85.0,Ghorpadi,3
3064,3400.0,3.0,1.0,210.0,Ghorpadi,4
3068,1125.0,2.0,1.0,75.0,Ghorpadi,2
